Comment;Column2;Column3
alhamdulilah saya masih normal dari kmren tinggal nunggu tetangga pada normal baik dirmh mau pun dikantor sehatnya kudu ditingkatkan dari jarang cuci tangan bro klo abis pegang kaki ya sekarang lbh sering ngupil ya banyak cuci tangan baca komen tulis komentar ya terserah lah wong pake tangan saya ;22;positif
who bukan tuhan takdir tidak ada yg tahuu chuaakkzzzz;0;netral
terserah lo lo pade dah hahaha;2;positif
yg sulit berubah itu biasanya yg usia lanjut suka ngeyel;-375;negatif
di mana mana kurva nya landai dulu baru new normal ini nyampe puncak juga belum;1,43182E+15;positif
cara hidup yg baru piye carane ;1,36364E+16;positif
inilah yg disebut tatanan dunia baru seperti kata sekjend rangga sasana dulu ;9,31818E+14;positif
strategi militer nya kalah dong kalah perang nih;0;netral
hehehe kebijakan atas dasar putus asa;0;netral
masih gk percaya klo ada teori konspirasi terserah;0;netral
komen pertama;0;netral
bagus aja sih soalnya tempat hiburan malam bakal sepi setidaknya berkuranglah kegiatan maksiat ;5,83333E+15;positif
up bantu sher ;0;netral
herd immunity hukum rimba;0;netral
ini yang namanya optimis tapi boong karna pesimis ternyata ga ada usaha menemukan anti virus atau vaksinnya kayak ga ada solusi;0;netral
kita yg sehat jaga kondisi tubuh karna covid bisa sembuh sendiri sebenernya bagi yg punya penyakit jantung diabetes dll mesti bener jaga kebersihan pake masker kemana inshaallah ekonomi muter lagi kelamaan begini jangankan buruh karyawan pengusaha bisa gulung tikar;2,63333E+15;positif
hidup new normal itu hidup seperti ninja hatori kemana pake masker knpa gk hidup seperti hantu pocong aja biar stiap hari kita jln loncat je wong edan punya ide gk pake otak bikin aturan subhanallah ;-1,04545E+16;negatif
berdoa dan berusaha aja biar virus ini bisa hilang karena kita tidak akan tahu kedepannya seperti apa hanya tuhan yang tahu;0;netral
who berkapasitas dunia sudah mengumkan kita tetap berdampingan dengan penyakit itu artinya kita harus lebih menjaga kebersihan ;4,33333E+16;positif
bumi ud gk layak utk t tinggal ;-1,31818E+16;negatif
who new normal new normal dan kita manut saja ;1,43182E+15;positif
virus covid pasti hilang pasti ;0;netral
kenapa pemerintah bilang begitu karena sudah lelah dengan rakyat nantinya demo terus bikin negara bisa puyeng yang tidak mau nurut ya tinggal bungkus saja ;-4;negatif
saat masih psbb aja an yg kena perhari nya apalagi new normal udh jalan hmmm ;9,54545E+15;positif
pake masker seumur hidup ;0;netral
what penyebaran menurun ;0;netral
masih bisa senyum loh dia;3;positif
abis itu new world order;1,36364E+16;positif
gk urusan;0;netral
damai apaan ;0;netral
cari aman masing ;1875;positif
berarti cabut psbb di seluruh kota dan kab serta propinsi di indonesia;0;netral
terserah lah;0;netral
negara indonesia belum bisa menjalan kan hidup new normal krn karateristik org indonesia masih kuat dengan kemalasan n ngeyel n tidak jujur bila pny penyakit liat aja ;3,2601E+16;positif
aku memang sdh dari sanax tdk suka keramaian dan kerumunan org banyak tp klo dikerumunin cewek aku suka;0;netral
bs hlg tegal kagak ada vc japan okinama jg kagak ada ;0;netral
protokol sehat gimana pak sedangkan dalam kondisi darurat aja disepelekan;5;positif
indonesia new normal ngimpiii ;1,43182E+15;positif
gaya hidup new normal psbb nya longgar tetap pake sarung tangan jangan berkerumun cuci tangan masker juga untk normal seperti dulu lagi tunggu ada pernyataan dari who gituuuuuuuuu ya ;8,98601E+15;positif
harusnya dr awal corona yak kenapa baru sekarang serasa di prank dah berminggu dirumah aja kecewa cok ;-75;negatif
klo new normal trus kmrn pssb buat ap hey ;1,43182E+15;positif
dah bisa ditebak;0;netral
ya kalau virus gak hilang jangan di diamin terus tapi harus bisa membuat vaksin untuk virus itu ;0;netral
new normal new world order apa ini kebetulan tentu tidak bos darling hebat;-1,37879E+16;negatif
terserahhh bambang;0;netral
orak mudeng;0;netral
bodo amat;0;netral
trus knpa psbb ga di hilangkan saja;0;netral
indonesia amerika bandel bandel dah bebasin aja percuma psbb ;-1,5E+16;negatif
kemarin kita harus lawan kok sekarang malah jadi kompromi dengan korona gak jelas ini pemerintah kasihan para tenaga medis yg sudah bekerja dengan keras ini mencerminkan pemerintah kita tidak tegas ;-1,48333E+16;negatif
mana mungkin beraktivitas seperti biasa tp harus jaga jarak saya yakin g akan bisa kalo menurut saya hidup seperti biasa pada umum a tanpa batasan toh saya yakin corona ini sama seperti hiv aids yg tak terlihat penyakit a tp ada d sekitar kita ;1,48295E+16;positif
udah kaya kimat ajah;375;positif
normal gimana coronaa masih banyak gak ada bantuan juga sedih negeriku;5E+15;positif
rasanya ini semua pasrah tergantung usia yang di berikan tuhan wes brarti buka usaha dan tempat kerja normal lagi brarti boleh jalan ke tempat wisata juga ;15;positif
pemerintah mulai frustrasi;-7;negatif
gak ponya modal ya percaya sama who trump aja ga percya;0;netral
seleksi alam ;0;netral
mudah an corona nya mau diajak damai;0;netral
new normal trus kalau otg yg usia kbawah pulang ke rumah ortu nya bisa kena tanpa sebab gimana tong ;15;positif
new normal bahasa yg sangat asing oleh sebahagian masyarakat akan lbh elok pake bahasa disiplin tinggi dlm segala hal karena kunci utama nya pd sikap dan prilaku masyarakat yg harus segera di rubah secara frontal ;1,30833E+16;positif
pemerintah gagal paham;-5;negatif
ya sudah sekarang berdamai sm corona toh diam dirumah aja gak produktif;0;netral
normal gimana lagi aku ja dah di phk gara korona ;0;netral
indonesia siap menyusul italy dan spanyol ;2;positif
ya bener gtu yg tua dan rentan krna punya penyakit kronis yg suruh tetap di rmh aja yg sehat dan dibawah taun go on beraktifitas dengan protokol menghindari virus pake makser dsb;1125;positif
new normal tatanan kehidupan baru bahasanya mirip new world order ma tatanan dunia baru hhhhh ;1,11818E+16;positif
ayena ngomong iye isukan ngmong kitu ;0;netral
asyaaaaaaaaaap bosque ;0;netral
kontributornya namanya berbau jepang yah hehe;0;netral
wwwkkww wkwkwk bakol pentol bakol bakso soto mie gorengan;0;netral
covid covid lah pusing intinya mau d pasang vaksin cip sama si bil gates noh liat d lcs masalah yg ngeri ;0;netral
suka ga suka mau ga mau terima ga terima inilah kenyataan realita virus ga bakal hilang sama seperti awal virus tbc hiv flu dll apa mau lockdon seumur hidup kan gila apa mau nunggu pabrik toko perusahaan pada hancur ;0;netral
 payah ;0;netral
ya alloh ternyata blm di pgar kaca y terbuka gitu rawan celaka bhya jg naik kreta petugas y kurngby scurty ya alloh murah y umur orng indo;25;positif
bodo amat;0;netral
new normal akibat ketidak seriusan dan kegagapan pemerintah di awal mrebaknya corona;1,25E+16;positif
sepatutnya gayahidup abnormal ;0;netral
bodo amat;0;netral
ya allah gimana posisi aku yg ada di luar negri aku udah pgn pulang ke indonesia pgn ketemu ama keluarga aku kira pulang di undur nunggu hilang nya virus corona;0;netral
new normal jaga jarak tapi di kereta saling tumpuk ckckckck;1,25E+16;positif
alhamdulillah berkah ramadhan corona berangsur reda;0;netral
yg buat lesu ekonomi siapa;0;netral
virus nya menyerang hingga menewaskan jiwa letak komprominya dimana ;0;netral
generasi corona bgaya hidup new normal tiap hari pake baju hazmat apd masker n n medical face shield rajin cuci tangan pake hand sanitizer rajin nyemprot disinfectant rajin mandi cuci baju jaga jarak min meter fasih kerja dan belanja online rajin ikut rapid test ;9,54545E+15;positif
dan akhirnya negara menyerah dan memilih berdampingan apa yg sebenarnya terjadi jelaskan kepada masyarakat supaya bisa mewaspadai corona ini ;0;netral
perketat protokol kesehatan virus itu akan tetap ada sampai kiamat sama seperti virus yg mengakibatkan dbd dengue tbc dll kemampuan pemerintah untuk memberi subsidi ada batasnya bisa berakibat kelaparan massal kekacauan sosial berarti kematian massal dimana mari kita bekerja dengan pola hidup baru;8,48485E+15;positif
vaksin corona gak ada tapi tingkat kesembuhan korban covid lebih tinggi dr pd kematian dan lahirlah gagasan new normal ;1,78788E+15;positif
sdh menyerah;0;netral
siaaappp;0;netral
pasrah artinya;0;netral
min maaf nih klu salah benar saya ingin berpendapat dan bertanya apakah indonesia bisa melakukannya mungkin dari saya si bisa saja kebijakan new normal di laksanakan apakah bisa masyarakat indonesia melakukannya tidak saling berdesakan di moda transportasi umum khususnya krl dan moda transportasi lainnya dan apakah bisa perusahaan mikro dan makro melakukan perpanjangan waktu yang lama dari yang sudah di tetapkan di perusahaan yang bergerak mikro maupun makro untuk menaiki moda transportasi contohnya krl yang setiap jam kerja kantor dari jam itu penuh dengan desakan orang banyak dan belum lagi yang orang tanpa gejala lebih serem lagi dan belum berdesakan dan virus dimana mana apakah pemerintah dan masyarakat termasuk saya bisa menjalankan itu semua ;-1,55303E+16;negatif
seluruh dunia dampaknya lesu ekonomi akibat pandemic semoga lekas berlalu corona dan segera di temukan vaksin covid ;3,75E+16;positif
obat yg dipesan kemarin sudah ada ;0;netral
bkn new normal tpi dh kelewat normal aj akibat takut rugi pajak dll skrng nyerah kan klo ga sangup ngedepin pandemi jgn takut rugi pns mah enak aj ga kerja jg dpet gaji lah yg swasta gmna orng kurang mampu mkin menderita;1,55587E+15;positif
pokok sekolah harus libur;0;netral
konspirasi proyek elit agar yang diatas tetap bertahan dan dibawah tidak berputar ujung ujungnya perbudakan secara tidak langsung ;0;netral
saya terkena dampak corona sedikitpun gak ada bantuan dr siapapun rt nya gak mau ngasih ngasih cuma sama yg di suka yg ada hubungan dekat teman saudara baru di data ;1,47273E+16;positif
ya gitu dong pak kita bukan mati karena corona karena miskinb;0;netral
terlalu dini mengambil sikap who dan lockdown jokowi tidak usah dengerin who kita punya caranya sendiri sekarang ko ikuti who huh cape dah ;1E+16;positif
ini bahasa lain dari herd immunity ya ;0;netral
maksudnya kehidupan normal gimana dikira virus ini cuman flu dan batuk biasa bukan cuman usia rentan dan riwayat penyakit kronis tapi tuh tim medis yang pada gugur banyak yg sehat dan usianya masih muda tapi bisa meninggal kan ya allah;15;positif
fe channel liat;0;netral
militer yg kuat gak menjamin bisa mengalahkan virus ini;1,66667E+16;positif
knowon paracetamol artical codec your can see me now corona adalah make on gblh google backed lightly hour google dan entertainment adalah identitas dari dajjal maka berhati hatilah dari pada nya agar tak terjebak tipuan maya dan bisa merasakan ni matnya haqiqat syari at ;4;positif
dah nyerah ;0;netral
ikuti saja pergembangan jangan banyak kritikan kita disni bersama saling memberi semangat untuk memaju kan indonesia maju di era new normal ini pembangunan infrastruktur pembangunan ekonomi supaya negara kita ga nora ;1,12273E+16;positif
indonesia negara sosial tinggi mungkin tdk akan mudah menerapkan hal tsb;2,08889E+15;positif
kenapa takut katanya org sholat tak terkena covid indonesia muslim terbsar sholat saudi arabia juga sholat tidak ada yg kena covid iut kata habib yg byk di indonesia ;-6;negatif
jangan ngadel siapa mau sehat dr diri sendiri biasain diri hidup sehat ;3,34091E+16;positif
herd imunity ;0;netral
bahaya akhir jaman manusia akan ditaro chip di dahi maupun lengan;0;netral
biar gak usah ada psbb lagi adaptasi jaga kesehatan media jangan bikin berita yg menambah ketakutan masayarakat terus biar bisa kembali normal semua aktivitas;15;positif
gaya hidup kepala batu iya ;0;netral
izin share di h channel;0;netral
indonesia dah nyerah bendera warna merahnya dah disobek tinggal warna putihnya damai dengan corona;625;positif
psbb juga dicabut dong;0;netral
entah sampai kapan masyarakat bakalan tahan hidup di tengah pandemi dengan keadaan yg belum jelas begini secara pribadi saya sangat takut untuk kembali berbaur di tengah masyarakat pada masa sulit begini saya berharap pemerintah bener bisa memperkecil jumlah kasus corona ini baru kita kembali aktivitas di tengah masyarakt dengan gaya hidup yg baru tenaga medis yg lengkap dengan seragam apd nya masih ada yg bisa terpapar virus ini apalagi kami yg di lepas di tengah masyarakat bermodalkan masker dan kami pun tidak tau mana yg terpapar dan mana yg tidak semua kembali sibuk pada aktivitas menjaga jarak yg satu dengan yg lainnya pun akan sangat sulit huhh cukup tuhan yg tau mna yg terbaik untuk kita semoga semua selalu dalam lindungannya ;-1,34126E+16;negatif
 ok bijak lo;7;positif
new upnormal;0;netral
virus corona tidak akan pernah hilang jika media dan pemerintah terus memberitakan virus corona dan menakut nakuti rakyat ;0;netral
aktivin pa transpotasi bus penunpang di batasi;0;netral
jadi intinya new normal with covid adalah dengan melengserkan para pejabat negara yg berumur di atas tahun dan menggantinya dgn orang orang muda yg kuat yg mempunyai daya tahan tubuh lebih kebal melawan virus corona ;2,36616E+15;positif
melandai dari mana pak hr ini udh hampir org total udh rban org yg kena mau jadi apa pak indonesia ini ;-1,375E+17;negatif
ambyarrrrrr ;0;netral
ekonomi indonesia lesu katanya duit negara ada triliunan di kiar negeri mana ;0;netral
hal ini membuat orang yg semangat seberjuang menghadapi covid dan orang yg berusaha stay at home patah hati kalau sekolah dibuka apakah orang tua brani masukin anaknya sekolah ;0;netral
hanya beberapa orang saja yg bisa menerapkan protokol kesehatan baiklah bulan lebih bertapa dirumah rasanya sia wkwkwk;-2;negatif
kalo gitu jangan lagi dibahas dimana mana soal corona termasuk di tv dan youtube toh menurut data yg mati kecelakaan lbh byk kan biar si covid itu kita samain aja sm flu dan bengek biasa ;1,19048E+14;positif
jadi intiny ratusan trilyun buat psbb percuma mending buat bpjs dah tuh ga usah dinaikin;0;netral
indonesia terserah wes mboh sak karepmu kok percoyo men karo who lek prediksi virus corona nggakbakal hilang opo who kuwi gusti alloh kok isone ngomong virus corona gak ilang kalau mau virus corona hilang berdoa sama olloh agar virus corona hilang la ini kok percoyo men sama karo who presiden seng wes putus asa gampang percoyo karo who;-1,55556E+17;negatif
sy yakin corona bkl hilang;1,5E+16;positif
ga kebayang tiap hari akan ada yang mati karena corona ;0;netral
indonesia italy bye investor luar;0;netral
corona tak mungkin bisa hilang hanya dengan pencegahan tp kita harus berfokus lebih kearah mencari obatnya ;3,33333E+15;positif
new normal mati karepmu urip karepmu jorok karepmu resikan karepmu manut karepmu ngeyel karepmu kayaknya cocok sih diterapkan untuk sebagian masyarakat indonesia yg bebal drpd capek ngusirin mereka yg sibuk belanja di mall ;-14;negatif
yg belum dapat gw pahami ni dari semenjak covid masuk diindonesia apa sich yg dimaksud kerja dirumah misalkan kerjanya kuli bangunan tu gmn cara kerjanya bosku trus kalo nguli dirumah kira siapa yg gaji ;1,07955E+16;positif
media elit global;0;netral
new normal atau new world order bahasa sebetul nya;1,62121E+15;positif
baru gini aja sudah menyerah gimana kalau perang fisik beneran you guys are sucks ;-15;negatif
kitanya mau berdamai pak tp coronanya gk mau damai wkwkwk;0;netral
sebenernya ekonomi indonesia udah lemah ditambah corona tambah ambyarrrrr ;0;netral
innalilahi kekuasaan tak berujung yg dr awal tidak pernah terbayangkan dan tak pernah diinginkan sebelumnya ;-125;negatif
