Comment,POS,NET,NEG
semua hancur lebur srbelum penguasa tobat dari kezoliman thd anak bangsa ingat allah melihat kecurangan hidup,0,1,0
ampunnnn pemerintah pusat udah penanggulangan coronanya lambat skrg malah mau cpt semuanya normal kembali inilah bukti kualitas pemimpin suatu bangsa yg tidak punya kapasitas galam memimpin ngomong ngejeblak aja ini itu antara daerah dan pusat gk sinkron,0,0,1
marahin bu si covid itu udh kagak menghormati bu risma atau lapor polisi biar ditangkap ,0,1,0
kl ketawa dituntut ga yaaaa takut dibawa kesurabaya saya kan ti bogor euuyyy ,0,0,1
untk srbya udah jls gk akan membhas new normal krn jatim msih bnyk yg ngeyel dan songong,0,1,0
jok nyalakno bu risma lek masyarakate dewe yo sek mbelani ngebeki story nak mall nge grill bareng konco ambek mlaku karo gendakane ,0,0,1
risma kan jagonya dulu nyinyirin pak anis sekarang hhhhhhhhh,0,1,0
hayooo piye ngene iki ,0,0,1
tumben si mbok gk marah lagi ,0,1,0
itu ada wilayah sono yg mndekati jateng org d dlmnya dkit banget yg covid tp wilayahnya malah dilockdown dh bbrpa bln kasihan org kecil nya tp surabaya yg lbh buanyak trkena covid knapa kok nggak di lockdown malah ini yg biang kuman virus brpindah kemana ,0,0,1
gk komentar cari aman kl sayang masyarakar bikin kebijakan sesusai sikon jgn ngimbangin pusat hahaha,1,0,0
yg dr surabaya jangan dibiarkan masuk jakarta bisa jakarta kena covid gelombang ke ,0,1,0
terlanjur basah yaaa sudahhh mandi sekali meggy z,0,1,0
mohon infonya protokol untuk jalur penerbangan domestik bulan juni pasca larangan mudik seperti apa apakah harus bayar ini itu ,0,1,0
jangan nyinyirin orang yg imunitas kritik nya lemah yg di bogor aja di jemput ,0,1,0
yg penting pemerintah hrs tangung jwb semuanya kebutuhan rakyat kecil ,0,0,1
jatim loss,0,1,0
semangat jatim semua pasti dilewati amin ,0,1,0
hayo dulu dimana yang bikin acara kumpul kumpul bikin jamu hayo di kota mana hayo ,0,1,0
ya kalo dikasih makan mah gapapa wkwk,0,1,0
jgn dulu bu risma lah skrg mei aja nambah orang positif corona jgn mau dikibulin dan korbankan rakyat apalah artinya aktivitas ekonomi dibuka tp rakyatnya pelan kena corona semua tetap psbb bu ris ,0,0,1
wah padahal satu kolam kok gak setujuh sama program pak dhe ,0,1,0
raja besar plin plan kehilangan wibawa raja kecil kalang kabut kebingungan unjuk kukuasaan,0,0,1
gimana masuk surabaya bisa gk yg bukan warga surabaya ,0,1,0
bahagia klu sepi,0,1,0
ngatasi corona aja ga becus malah mau new normal oh pemerintah,0,0,1
tapi entah mengapa saya dulu mengidolakan karena ketegasannya tapi sekarang kok kurang tegas mengatasi covid sehingga jadi juara no kasusnya piye rek rek,0,0,1
bupati apa itu khofifa ala der dorr,0,1,0
pejabat tinggi negara sampai kepala desa cuma indonesia yg kebijakannya ga serentak,0,1,0
surabaya terserah ,0,1,0
surabaya oh surabaya psbb mau jilid corona ga bakal hilang sebelum pemerintah pusat belum kenyang korupsi dri jualan vaksin,0,1,0
negoro kyok ludrok kartolo ,0,1,0
aku juga enggan ga mau liat new normal ,0,1,0
baru lagi ya ini new normal new normal kok dikerahkan aparat normal ya normal saja gak pake new normal ,0,0,1
new normal ampuuuuuuun dj,0,0,1
normal udara sehat segar hukum alam anti manusia kewan kembali sehat segar oksigen bukan normal ramai bikin penyakitan contoh debu bikin otak kotor sinusitis ,0,0,1
marahin si covid masukin penjara,0,1,0
kebijakannya mbingungin,0,1,0
new normal itu kalau korona udah menurun,0,0,1
trus solusiny gmna,0,1,0
ayo siapkan diri kita untuk new normal sesuai pemerintah pusat ,1,0,0
emboh,0,1,0
cobak rumah sakit di surabaya yg menangani rujukan dari kota lain dihentikan hanya orang sby aja yg boleh ditangani bisa jadi surabaya angka korban coronaya sedikit,0,1,0
surabaya itu sepix klo pas lebaran,0,1,0
ayo by risma normalkan kota srbya seperti semula yg pnting warga srbya hrs selalu jg kesehatan klau begini trs rakyat mau mkn apa enak pra orang kya sedangkan rakyat kecil btuh kerja dan btuh uang,1,0,0
sabar bu risma,0,1,0
ayo bu risma lebih tegas bu kami menunggu mu nyawa warga lebih berharga bu tidak perlu inovasi tak perlu media yang penting utamakan nyawa jangan ekonomi bu jangan sampai rs rujukan covid ada yg terpaksa ditutup lagi bu kasihan tim medis kasihan warga lebih baik kita ketat sebulan daripada berbulan lipat seperti wuhan naudzubillah semoga surabaya tidak herd immunity atau new normal psbb saja sehari bisa an yg positif sedih nya,1,0,0
jangan menyalahkan yg memimpin salahkan warganya yg sukar diatur terutama orang madura jgnkan pake masker sdh tau salah jalan aja masih ditrobos himbauan untuk masing rt rw bentuk team warganya masing koordinasi bersama babinsa setempat tegur warganya bila salah kalo masih bandel lemparin aja apa aja di mukanya ,0,0,1
beer corona kok gak keliatan yah,0,1,0
malu gk nih jadi warga jatim ,0,1,0
surabaya masyarakatnya agak bandel semenjak h lebaran banyak orang mulai tidak tertib pakai masker mulai males warkop rame orang nongkrong warung makanan antri desek an dan jam malam dah banyak yang tidak mematuhi ,1,0,0
ibu rusma harus belajar penanggulangan corona dari bpk walikota depok contoh depok bisa mengendalikan corona dngn baik ,1,0,0
gak bakal habis namanya penyakit sampai hari raya kucing pun gak bakal habis sampai kapan pspb s sampai masyarakat miskin semua mati stris gak kerja,0,1,0
desiplin vaksin corona betul pak polisi itu sebuah perjuangan kepatuhan kedesiplinan ketaatan peraturan yang ada ayo rek kabeh sadar,1,0,0
hancuuuuur,0,1,0
allah mbuka mata kita masing mn yg benar bekerja man yg cm pencitran media ,1,0,0
keliru bila jawa timur itu hanya surabaya jawa timur terdiri beberapa kota seperti pasuruan bojonegoro lamongan dll dki jakarta bila di bandingkan pasuruan luwas pasuruan dki jkt bila dibandingkan surabaya luwas jakarta jgn memfitna jatim itu kota surabaya madura itu satu pulau termasuk jawa timur,0,1,0
susu anak di beli pakai uang kost kostan bayar pkai uang trus klo kita gk kerja mw beli ssu byar kostn pake uang bapak loe,1,0,0
ada yg tau gak tempat rapid tes di surabaya,0,1,0
hrus nurut sm paduka entr ebong dibawah marah lo,0,1,0
warga surabaya yg dulunya mengelu ngelukan bu risma tapi selama masa psbb malah seolah tidak menghiraukan himbauan tidak menghargai tdk mendukung walikota nya yg mreka pilih sndiri masih banyak warga di kampung pinggiran surabaya masih bandel berkeliaran ga penting baik yg tua apalagi yg muda surabaya oh surabaya ,0,1,0
la kalo saya kulakan bahan pangan ke desa gimn soalnya desa ganti balas portal ,0,1,0
kepemimpinan muncul di saat genting penuh tantangan bukan di saat bangun infrastruktur dari hutang yang satu ke hutang yang lainnya terimakasih pak jokowi sudah memberikan insentif potongan tiket pesawat dan hotel murah untuk menggalakkan pariwisata indonesia saat wabah corona dunia presiden cerdas ,1,0,0
ttp semagat ibuke suroboyo arek bonek ng mburimu ,0,1,0
negoro togok ,0,1,0
maju trus bu risma warga pinggiran surabaya membutuhkan jasa ibu ,0,1,0
ancene susah rek ngatur wong meduro mokong wkwkwkwkwk,0,1,0
walkot yg penuh retorika,0,1,0
kata nya surabaya bakal kota wuhan,0,1,0
biarin aja biar warga jawa berkurang mati juta juga gpp ada lagi juta rakyat indonesia ,0,0,1
jatim tu manut kyai,0,1,0
giliran bu risma punya wacana n gagasan dipatahkan begitu saja giliran sdh paling tinggi malah di bandingkan dgn kota lain seolah pemerintah sby tdk memiliki gagasan n malah di soroti paling buruk ,1,0,0
kepada tv one mohon istilah utk masyarakat memakai bahasa indonesia yg benar sehingga masyarkat mengerti new normal itu bahasa indonesianya adalah keadaaan normal baru sosial dia tanding itu bahasa indonesianya adalah a jarak sosial itu slah satu contoh tolong sebagai media yg kita banggakan utk mendidik penggunaan bahasa indonesia yg baik trima kasih,0,0,1
klu gubernur jateng yg terbaik dalam segala hal amin semoga semuanya sehat amin dan inilah capres tahun yaitu bpk ganjar pranowo yg setuju boleh like trims,1,0,0
kita mulai beradaptasi dg corona perlahan perekonomian harus bsa bangkit jgn biar kan corona membuat perekonomian indonesia sakaratul maut ,1,0,0
mantabb pakkkk walaupun saya orang jakarta tetapi saya senang melihat kerja bapak dibanding di jakarta pak saya senang dengan bapak sampai turun tangan ke lapangan pak ,1,0,0
 gubenur yg lngsung trjun ke mall cma gubenur ku hehehehe semanagat n sehat bpk ganjar ,1,0,0
the next mr president ft erick tohir ,0,0,1
keknya gua udah nemu nih siapa yg bakal dipilih pas pilpres nanti ,0,1,0
faktanya emang rakyat itu butuh diedukasi langsung spt ini bukan hanya melulu diomongin via konpers spt di dki jakarta lanjut pak ganjar bravo ,0,1,0
alkhamdulillah smoga covid akan musnah slama nya dan pak ganjar di paringi shat selalu amin ya allah,0,1,0
pa ganjar pranowo the next president ri tahun untuk periode,0,0,1
alkhamdulillah punya gubernur sangat perhatian sm warganya sehat selalu pak ganjar semoga lelahmu menjadi berkah amin,1,0,0
 jenengan wah bpk emang keren setiap menyapa sll menghormati lawan bicara dgn manggil jenengan sehat ngih pak,1,0,0
semoga kota semarang tercinta sesegera terbebas dari virus covid corona dan pkm selesai tgl juni serta perekonomian di kota semarang kembali bergeliat amin,0,1,0
kalem tapi pasti tegas itulah pak ganjar selamat pagi pak ganjar semoga sehat sehat selalu salam dari luar pulau,1,0,0
maju terus pak ganjar pranowo jateng_gayeng salam dari ngayogyakarta hadiningrat pak ganjar pranowo,1,0,0
gubernur ku pancen jos tenan semaranghebat,0,1,0
ayooo bersama sama ikutin anjuran pemerintah ekonomi mau jalan ttp harus ikuti anjuran pake masker n jaga jarak jangan ngeyel ini demi kebaikan bersama ,1,0,0
selalu senang melihat youtube nya bapak merangkul dan mengayomi masyarakat semoga bapak sehat selalu nggih semoga amanah selalu salam hornat dari bali pak nggih,0,1,0
alhamdulillah bersyukur baget duwe bpk rajine ngene tansah onten wektu ge anak e ayo lur podo se manut ben waras slamet,1,0,0
hnya jawa tengah yg bs adem cara penyampainya jg warga masyarakatya pak ganjar is the best mantap slalu ramah tamah pd saat pengarahan kpd karyawan ,1,0,0
wilujeng pak ganjar pranowo sekeluargi wonosobo nderek panjenengan jgn lupa bahagia presiden selanjutnya ,1,0,0
fadli zonk kok ngk pernah nyinyirin gubernur anis baswedan yg kerjanya omdo aja pak ganjar pranowo gubernur terbaik kok dinyinyiin kurang kerjaan kali fz ya gaes,0,0,1
p gi p k g nj r protokol kesehatan ttp di laksanakn new normal utk instansi dan yg sgt dibutuhkn msyrkt jaga kesehatan jg jrk cuci tgn pakai sabun pakai sarung tgn ganti bj hbs dari tmpt yg berinteraksi dg kerumunan org tmpt yg di dtngi org wajib menyediakan tmpt cici tgn jgn lupa pakai masker ,0,0,1
ini baru pemimpin yang jozzz menyapa warganya semoga bapak sehat selalu,1,0,0
new normal ekonomi jalan covid bisa kita lawan dgn ikuti aturan sugeng enjang pak ganjar salam sehat saking taiwan ,1,0,0
pemimpin klo kurus kbnyakan lincah orgnya mantap mas ganjar welcome to new normal,0,1,0
bersyukurlah wahai warga jateng gubernur anda sangatlah membahagiakan ,0,1,0
maju terus buat pak ganjar pranowo pada saat pandemi covid ini aq asal suroboyo suka banget dgn ketegasan dari pak ganjar pranowo ,1,0,0
matahari sudah sesuai protokol pak alhamdulillah hs masker cek suhu karyawan pun seblum masuk pintu karyawan cuci tangan pakai hs masker cek suhu baru fingger,1,0,0
pelayanan paragon lebih keren dari pada cl yg minim dg hanya masker liat bagaimana mbak yg jd kasir full protector moga mbak nya yg di cl dan yg buka usaha hp lebih nurut dan manut,0,1,0
presidenku penerus pak dhe jokowi jossss,0,1,0
tolong sidak rs juga pak keluar masuk rs dicek suhu dan pakai sanitazer jg masker dikamar pasien jg cuma dijaga orang kalau lebih suruh keluar,0,0,1
disiplin membuat hidup kita lebih baik ayo sudah saatnya punya pola pikir maju dan disiplin ,1,0,0
loyalitas tingkat dewa dari rakyat untuk rakyat_sehat selalu nggeh pakdhe agar supaya menjalankan tugasnya maksimal ,0,0,1
ya allah pak ganjar mantul abis lah sya warga dki jd iri bnr liat kinerja kerja anda pakgub ganjar kapan ya pakgub dki bisa sidak bgtu kliling pasar atau mal utk ksh pengarahan langsung ,0,1,0
mantab pak gubernur oya pak terlihat masih banyak yg betulkan posisi masker dengan cara disentuh di hidungnya perlu diedukasi juga pak karena tangannya kan belum tentu bersih ,0,1,0
ada nya covid orang indonesia bisa mencontoh negara lain ynk hidup nya di siplin ke mall antri bis dll harus antri gk saling serobot pa saling mendahului ,0,1,0
sehat terus pak ganjar kersane pimpin jawa tengah terutama jepara keling lebih baik lagi ,0,1,0
 pak mau nanya merit nih ,0,1,0
jakarta pusat nyimak mantap melu seneng semoga dengan kehidupan normal baru corona segera berlalu dari negeriku,1,0,0
 sing penting kan kawin to wkwkwkwkw,0,1,0
hongkong hadir ,0,1,0
semoga pak ganjar selalu diberi kesehatan kekuatan kesabaran,1,0,0
look hebat di sediakan masker gratis,0,1,0
salam dr warga jateng di kalimantan pak ganjar sht selalu geh semangat idolane jateng ,0,1,0
gubenur ku mmg juuooossss peduli merakyat mengayomi ,0,1,0
mantap pak lanjutkan jd presiden ,1,0,0
gubernurku yesss pantau trs pak,0,1,0
penurus pakde owi yg stuju jempolny mn,0,1,0
hati pa ntr ada yg bilang duta mall paragon maklum si ikan buntal lg kepo ,0,1,0
mereka nurut saat ada pantauan saja dibalik semua itu memang susah untuk disiplin semua dimulai dr diri sendiri,0,1,0
pak klambine sae tumbas dateng pundi ,0,1,0
mantapp ayo padaha di tutup kabeh jawa tengah aman pokoke,1,0,0
yg penting disiplin tertib jgn sampai corona membunuh ekonomi indonesia tanpa vaksin kita bisa ,1,0,0
pak bagaimana setiap mal harus ada tni polri biar kelihatan klo new normal kedisiplinan gk main pak loh pak bpk ganjar tau tidak di singapur itu klo yg gk nurut di denda polisi pd berpakain biasa duduk berdua gk jaga jarak ,1,0,0
bpk merayat banget dan tdk malu menyapa rakyat kecil,1,0,0
alhamdulillah kembali normal semoga pandemi covid cepat hilang,1,0,0
alangkah baik benda yg sering dipegang dilap dibasahi dgn spirutus lebih stiril saya lihat ada yg sering pinjam hp ini tdk disadari menularkan corona ,0,1,0
jateng the best ,0,0,1
 buy one get one ,0,1,0
sugeng ikang bpk semangat demi rakyat ,1,0,0
mantull pisaaaan uyyy,0,1,0
enak ya jateng ,0,1,0
mantap pak gubernur saya yang perantauan jadi ikut semangat,0,1,0
mantap pak gubernur ,0,1,0
i love you semarang jawa tengah ,0,0,1
cl pragon mall semarang skrang udh dibuka lagi pak ganjar ,0,0,1
mantap pak coba kayak gini hadeuh kl pak ,1,0,0
saya kelahiran brebes tpi ktp jakarta sebab th yg tdk punya ktp jkt ssh dpt kerja sy tdk bsa memilih bapak tpi klo mencalonkan presiden siap dukung,1,0,0
mantep pak ganjar pak klu sidak atau blusukan coba live striming youtube dong pak sehat selalu pak ganjar semarang hebat ,0,1,0
semoga jateng semakin membaik amiin ,0,1,0
masyaallah punya gubernur mantap jateng selamat pagi pak ganjar pranowo,0,1,0
josss mudahan dadi satrio paningite bangsa pak lanjutkan tak bantu doa,1,0,0
ngaturaken sugeng riyadi pak mohon maaf lahir batin semoga kita semua di berikan kesehatan kemudahan kebahagiaan dan umur panjang ,1,0,0
ya ginilah new normal masker social distancing m ,0,0,1
waaah senang ya pak mall sudah di buka di california usa semua mall belum boleh dibuka nih ,1,0,0
malaysia hadir pak ganjar ,0,1,0
keren pak gubernur ku sehat selalu nggih pak kapan kapan mampir kebumen lagi pak,0,1,0
pinterr tenan wong jatengg ,0,1,0
sehat selalu bapak gubernur ku dan semoga slalu dlm lindungan allah swt aamiinn,1,0,0
mantap pak lanjutkan new normal,1,0,0
pak saya dm di ig mau tanya soal bantuan covid kok tidak di balas nggeh terimakasih,0,1,0
sehat terus njeh pak salam dari sukorejo kendal,0,1,0
mantap jawa tengah ada pak ganjar saluttt sehat selalu salam dari jawa timur,0,1,0
enak ya pak ganjar kalo negor orang gk pakek masker mereka nurut lah gw negor orang gk pakek masker di usir dibilang sok dan hampir baku hantam ,0,1,0
 wisatawanpengusahabetahdisemarang,0,1,0
ya gitu dong bun bilang asal dr mana sidoarjo tanggulanin ,0,1,0
sy tgg new normal biar sy bs ke semarang tengok ibu,1,0,0
klo jalannya di mall kek gitu berasa yg punya mall ,0,1,0
alhamdulillah pak semoga jadi contoh pemimpin yg lain turun langsung ke lapangan dan tau apa yg terjadi di lapangan ,1,0,0
semoga kota semarang tercinta sesegera terbebas dari virus covid corona dan perekonomian kota semarang tercinta sesegera bergeliat dan lebih hebat lagi dari sebelumnya amin,0,1,0
akhirnya ketemu sama idolaku dan bisa ngobrol amin yra,1,0,0
pemimpin yang amanah god bless,0,0,1
salam pak gubernur ,0,1,0
u make me smile ga tau kenapa gue lihat video ini senyum senyum semoga pandemi ini bisa segera berakhir ,0,1,0
muter muter simpang lima pakgubernur,0,1,0
bukan hanya menjadi gubernur tapi menjadi idola mantappp pakkk ,0,1,0
uae hadir smg pl ganjar sllu sht dn d lindungi allah swt d manapun brada ,0,1,0
sehat sehat terus pak ,0,1,0
mantap pk de lanjutkn ,0,1,0
saya dari tgr senang banget liat pak ganjar memimpin sukses pak habis jokowi periode siap nyapres pak kami dukung ,1,0,0
kendal juga dikunjungi pak ben sadar aturan pakai masker tu penting ,1,0,0
